student_id,carrera,semestre,horas_sueno,horas_estudio,asistencia_pct,actividad_fisica_min,cafe_tazas,estres_escala,uso_redes_horas,promedio_previo,calificacion_final,aprobacion,beca,trabaja,genero,grupo
STU-02499,Estadistica,4,7.6,5.9,85.9,67,1,5,0.6,80.5,59.9,0,si,21.2,hombre,B
STU-02500,Actuaria,5,6.9,6.8,88.5,174,3,7,2.2,87.8,89.0,1,no,0.0,hombre,C
STU-02501,Actuaria,8,8.7,8.5,68.9,54,1,6,2.8,72.3,65.4,0,no,0.0,mujer,B
STU-02502,Estadistica,1,6.9,7.2,82.9,65,1,5,5.5,81.5,68.9,0,no,0.0,mujer,A
STU-02503,Estadistica,9,5.9,11.5,72.1,11,5,8,6.2,98.3,80.0,1,no,15.7,mujer,A
STU-02504,Actuaria,5,7.7,7.6,86.1,72,1,6,2.4,71.1,61.4,0,no,0.0,hombre,A
STU-02505,Estadistica,6,7.9,10.0,70.5,13,1,5,4.7,87.8,90.2,1,si,0.0,mujer,E
STU-02506,Actuaria,5,5.6,1.3,68.7,77,3,6,5.9,59.4,38.6,0,si,14.5,hombre,E
STU-02507,Matematicas,2,7.6,5.3,71.1,13,0,5,1.2,82.6,75.4,1,no,13.6,hombre,E
STU-02508,Estadistica,6,7.2,7.6,82.5,12,0,8,3.3,84.3,65.3,0,si,0.0,mujer,E
STU-02509,Ciencia de Datos,5,5.3,10.5,80.7,32,1,6,0.4,74.0,80.4,1,no,0.0,hombre,E
STU-02510,Estadistica,2,7.5,6.6,56.0,35,1,5,1.2,100.0,77.5,1,no,6.6,hombre,E
STU-02511,Estadistica,5,6.5,6.7,94.6,178,2,5,2.1,81.1,69.7,0,no,14.5,mujer,F
STU-02512,Actuaria,7,6.5,7.0,79.8,81,0,6,3.3,88.0,85.2,1,no,0.0,hombre,F
STU-02513,Actuaria,8,7.1,5.9,87.4,158,1,6,5.8,81.3,69.6,0,si,20.0,hombre,C
STU-02514,Ciencia de Datos,7,8.5,8.7,90.2,83,1,3,1.9,92.5,88.6,1,no,0.0,hombre,D
STU-02515,Ciencia de Datos,4,6.6,7.5,62.5,13,1,7,1.3,79.2,66.3,0,no,0.0,mujer,F
STU-02516,Estadistica,2,6.6,6.1,68.1,22,3,7,5.7,81.8,58.6,0,si,0.0,mujer,B
STU-02517,Ciencia de Datos,2,6.6,5.4,81.3,45,1,7,5.7,82.3,72.3,1,no,0.0,hombre,C
STU-02518,Economia,2,4.8,2.9,71.3,66,0,5,3.1,83.6,50.4,0,no,0.0,mujer,A
STU-02519,Estadistica,2,6.7,3.9,77.1,82,3,4,2.1,70.6,64.0,0,no,0.0,mujer,A
STU-02520,Economia,1,5.4,5.7,73.5,29,3,6,0.1,81.2,62.1,0,si,12.8,hombre,B
STU-02521,Ciencia de Datos,4,7.5,8.8,77.4,11,2,6,0.5,83.7,76.7,1,no,0.0,hombre,A
STU-02522,Economia,7,4.9,10.2,80.9,88,1,10,4.7,93.5,57.8,0,no,37.7,mujer,C
STU-02523,Actuaria,3,5.9,2.6,64.3,27,1,5,0.8,83.0,63.4,0,no,18.5,hombre,D
STU-02524,Actuaria,3,8.2,4.8,72.8,44,0,5,2.8,81.0,64.6,0,no,15.9,mujer,C
STU-02525,Estadistica,8,9.4,6.5,84.7,144,0,4,3.0,95.6,80.4,1,no,12.2,hombre,E
STU-02526,Estadistica,7,5.5,5.3,79.7,69,3,7,6.1,86.7,73.0,1,no,23.6,hombre,F
STU-02527,Ciencia de Datos,1,6.5,8.1,84.8,74,3,5,2.5,71.7,59.8,0,no,9.4,mujer,D
STU-02528,Actuaria,6,6.6,2.3,98.3,220,0,4,6.5,78.6,78.9,1,si,0.0,mujer,C
STU-02529,Economia,5,6.6,3.2,98.5,160,0,6,1.8,89.9,81.9,1,si,0.0,hombre,F
STU-02530,Estadistica,1,6.6,6.7,67.2,41,2,6,3.5,78.0,58.1,0,no,0.0,hombre,C
STU-02531,Estadistica,3,6.8,7.4,91.0,119,0,2,1.4,100.0,98.9,1,si,0.0,mujer,B
STU-02532,Matematicas,5,8.6,3.4,66.0,30,2,7,5.5,64.9,49.9,0,no,0.0,mujer,E
STU-02533,Estadistica,3,8.7,5.1,76.3,40,0,4,1.6,76.8,76.1,1,no,0.0,hombre,D
STU-02534,Matematicas,4,7.4,6.4,65.7,33,0,7,3.9,94.9,74.1,1,si,0.0,mujer,E
STU-02535,Estadistica,9,5.8,9.7,79.7,129,1,5,3.9,100.0,91.6,1,si,0.0,hombre,F
STU-02536,Economia,9,6.7,9.3,59.3,6,1,10,9.0,90.3,68.1,0,si,17.3,mujer,D
STU-02537,Estadistica,1,7.2,4.6,92.6,0,0,5,3.4,77.3,67.2,0,no,0.0,hombre,D
STU-02538,Estadistica,7,8.2,7.8,79.7,36,0,5,5.2,97.5,89.3,1,no,0.0,hombre,F
STU-02539,Matematicas,8,6.6,8.6,90.0,53,1,7,4.1,89.9,79.6,1,no,0.0,hombre,A
STU-02540,Matematicas,2,5.9,6.0,84.0,49,2,7,1.4,84.7,78.9,1,no,14.9,mujer,A
STU-02541,Actuaria,2,6.7,4.6,83.3,64,1,5,3.3,86.2,81.4,1,no,0.0,mujer,A
STU-02542,Actuaria,3,6.9,12.3,88.2,14,3,7,1.2,91.4,84.6,1,si,0.0,hombre,F
STU-02543,Estadistica,1,6.7,5.7,47.9,0,2,8,3.4,95.8,60.7,0,no,25.8,hombre,C
STU-02544,Estadistica,2,7.5,7.2,89.5,77,1,6,6.0,86.1,84.6,1,no,0.0,hombre,C
STU-02545,Matematicas,3,4.7,5.3,69.1,26,3,5,9.0,75.0,61.2,0,no,0.0,mujer,E
STU-02546,Actuaria,4,8.5,8.5,62.9,56,2,8,3.1,90.1,74.6,1,no,11.0,hombre,C
STU-02547,Estadistica,5,7.8,7.9,86.4,58,1,2,1.8,73.0,78.4,1,no,0.0,mujer,C
STU-02548,Matematicas,1,5.8,3.1,65.1,78,0,8,1.3,80.7,53.6,0,si,12.4,hombre,D
STU-02549,Matematicas,3,6.7,0.5,73.9,46,0,3,3.2,91.7,77.1,1,no,0.0,mujer,E
STU-02550,Estadistica,4,10.1,6.4,91.5,87,1,6,0.9,76.9,55.6,0,no,0.0,hombre,E
STU-02551,Economia,3,7.1,3.6,64.2,54,2,5,3.9,71.0,57.2,0,no,0.0,mujer,D
STU-02552,Economia,2,6.4,3.0,77.0,7,1,2,2.8,89.3,67.9,0,si,0.0,hombre,E
STU-02553,Economia,2,6.1,4.4,68.9,31,0,5,0.8,78.8,63.9,0,no,0.0,mujer,B
STU-02554,Matematicas,2,6.6,5.1,78.4,54,1,7,1.1,81.8,63.8,0,no,25.4,mujer,B
STU-02555,Matematicas,4,8.8,6.7,91.1,37,0,5,1.5,81.0,75.4,1,si,0.0,hombre,B
STU-02556,Estadistica,6,7.0,8.4,90.6,21,3,6,3.2,95.5,100.0,1,no,14.6,mujer,C
STU-02557,Matematicas,9,6.0,3.8,64.1,38,2,9,4.8,83.1,63.3,0,si,22.0,hombre,E
STU-02558,Estadistica,1,6.9,5.3,95.5,103,2,7,5.5,75.0,68.0,0,no,0.0,prefiere_no_decir,B
STU-02559,Actuaria,9,6.6,10.7,100.0,44,3,5,2.5,92.2,100.0,1,si,0.0,mujer,E
STU-02560,Estadistica,9,6.0,7.4,95.1,155,0,4,0.4,89.6,92.7,1,no,12.7,hombre,D
STU-02561,Estadistica,7,6.1,11.8,85.3,95,1,5,4.0,98.2,97.7,1,no,0.0,hombre,D
STU-02562,Economia,6,6.9,2.2,57.7,83,2,6,1.9,69.9,60.3,0,si,10.4,hombre,A
STU-02563,Estadistica,2,7.5,3.3,53.2,1,2,6,4.4,96.5,72.1,1,no,0.0,hombre,E
STU-02564,Actuaria,4,5.7,3.9,76.0,103,2,8,1.9,65.7,42.2,0,no,22.1,mujer,E
STU-02565,Matematicas,4,6.6,6.9,73.9,48,2,6,3.9,85.2,68.8,0,no,16.5,mujer,A
STU-02566,Matematicas,4,7.6,7.6,67.4,12,1,6,1.6,79.9,76.6,1,no,0.0,hombre,C
STU-02567,Actuaria,8,7.1,8.8,98.8,116,2,6,3.1,94.0,91.8,1,si,16.4,hombre,C
STU-02568,Economia,7,8.5,7.9,79.1,86,0,3,3.1,77.4,72.3,1,no,0.0,mujer,B
STU-02569,Ciencia de Datos,2,8.5,7.1,95.9,89,1,1,2.1,81.3,86.4,1,no,0.0,hombre,A
STU-02570,Matematicas,3,7.0,6.7,69.6,56,2,7,1.4,87.3,70.8,1,no,18.2,mujer,B
STU-02571,Ciencia de Datos,1,8.4,8.1,99.2,117,2,4,1.1,84.3,84.9,1,si,0.0,hombre,D
STU-02572,Economia,4,7.5,7.7,74.0,1,0,5,0.6,89.7,79.7,1,no,0.0,hombre,E
STU-02573,Estadistica,5,8.3,2.0,68.2,32,1,7,1.7,81.1,74.1,1,no,12.2,mujer,E
STU-02574,Estadistica,8,7.1,8.5,91.4,15,1,5,2.9,83.9,71.3,1,no,0.0,hombre,B
STU-02575,Economia,3,6.7,5.3,90.7,62,0,5,3.3,73.4,59.3,0,no,0.0,hombre,A
STU-02576,Economia,2,6.9,7.0,76.4,68,3,4,2.3,92.6,85.0,1,no,0.0,hombre,D
STU-02577,Estadistica,4,7.9,6.2,92.7,81,3,5,3.7,92.3,82.6,1,si,18.3,hombre,A
STU-02578,Estadistica,3,8.4,2.3,66.1,39,2,7,3.6,60.6,60.2,0,no,0.0,mujer,A
STU-02579,Estadistica,5,7.9,6.2,86.6,136,2,4,2.2,82.0,74.1,1,no,0.0,hombre,B
STU-02580,Actuaria,3,6.3,7.1,77.0,53,0,6,5.3,88.3,79.3,1,no,6.9,mujer,F
STU-02581,Ciencia de Datos,5,7.5,8.6,77.3,9,1,6,0.6,83.1,77.7,1,no,0.0,hombre,E
STU-02582,Estadistica,7,5.0,8.9,77.2,44,3,6,0.8,100.0,69.9,0,no,8.9,mujer,A
STU-02583,Estadistica,8,7.4,11.0,88.6,103,0,8,1.0,96.2,76.6,1,si,0.0,mujer,C
STU-02584,Economia,5,5.7,5.8,54.1,12,1,9,6.6,86.6,58.5,0,no,17.1,hombre,A
STU-02585,Actuaria,5,6.5,4.0,65.6,45,2,6,0.7,56.9,53.5,0,no,8.7,mujer,D
STU-02586,Estadistica,7,7.1,6.4,77.8,143,3,4,4.5,84.0,86.8,1,no,26.0,mujer,F
STU-02587,Actuaria,8,7.8,7.7,78.7,33,2,6,3.0,96.0,82.3,1,si,14.0,hombre,B
STU-02588,Actuaria,2,7.2,7.0,77.9,68,2,4,1.4,69.7,70.3,1,no,13.8,hombre,C
STU-02589,Actuaria,8,7.1,4.8,71.0,0,2,7,1.9,77.0,68.7,0,si,0.0,mujer,E
STU-02590,Actuaria,2,8.4,3.9,77.4,84,1,4,2.0,79.6,70.3,1,si,0.0,hombre,D
STU-02591,Matematicas,7,8.3,8.1,87.9,105,1,5,2.9,75.0,66.8,0,si,17.0,hombre,C
STU-02592,Actuaria,3,7.8,5.5,80.6,48,3,6,9.0,71.0,60.3,0,si,0.0,prefiere_no_decir,D
STU-02593,Economia,7,7.6,0.5,69.3,24,0,7,6.2,88.4,63.5,0,si,17.7,mujer,D
STU-02594,Estadistica,1,6.4,4.6,94.7,27,1,7,1.2,78.3,65.4,0,no,13.2,mujer,B
STU-02595,Economia,5,7.3,2.6,71.7,58,4,8,1.0,93.4,55.1,0,no,0.0,hombre,C
STU-02596,Estadistica,3,5.7,11.2,78.8,59,0,6,1.7,81.8,84.6,1,no,0.0,hombre,C
STU-02597,Estadistica,9,5.8,11.5,100.0,55,2,6,3.3,75.2,80.3,1,si,0.0,hombre,D
STU-02598,Estadistica,3,6.2,2.5,74.0,37,6,8,2.5,73.3,56.5,0,no,21.5,hombre,F
STU-02599,Actuaria,9,7.7,16.4,92.0,32,0,5,2.8,100.0,100.0,1,no,0.0,mujer,E
STU-02600,Economia,7,7.8,6.7,77.3,46,1,3,1.4,68.3,78.7,1,si,0.0,hombre,F
STU-02601,Ciencia de Datos,5,8.2,5.1,79.3,83,3,8,2.0,93.3,69.1,0,no,0.0,hombre,D
STU-02602,Estadistica,4,6.7,6.7,81.9,26,1,5,3.3,78.3,71.0,1,no,12.1,mujer,F
STU-02603,Matematicas,4,7.0,6.6,73.3,69,1,6,1.3,80.3,69.1,0,no,0.0,hombre,A
STU-02604,Economia,8,7.1,5.7,85.8,66,1,5,1.3,80.3,72.3,1,no,5.7,mujer,E
STU-02605,Actuaria,3,8.2,5.3,89.9,197,1,2,5.1,66.0,68.2,0,no,0.0,hombre,B
STU-02606,Ciencia de Datos,9,7.4,11.6,91.6,49,2,6,3.9,74.2,89.4,1,si,0.0,hombre,F
STU-02607,Economia,6,8.0,11.1,90.7,124,1,5,2.2,85.4,92.8,1,no,0.0,hombre,D
STU-02608,Economia,8,5.0,6.9,91.0,37,3,6,1.8,69.4,58.6,0,no,0.0,mujer,D
STU-02609,Actuaria,3,8.3,8.8,90.9,88,1,4,2.9,87.0,91.6,1,no,0.0,mujer,F
STU-02610,Actuaria,6,7.0,8.7,97.2,84,2,5,2.7,84.5,88.3,1,no,0.0,mujer,F
STU-02611,Ciencia de Datos,5,8.6,10.5,62.5,0,0,6,2.5,89.4,78.2,1,no,1.6,mujer,C
STU-02612,Economia,1,5.3,0.5,70.3,13,3,9,4.0,69.3,42.8,0,si,16.7,mujer,C
STU-02613,Matematicas,7,6.5,7.4,63.8,41,0,7,1.0,85.7,64.7,0,si,20.7,hombre,E
STU-02614,Estadistica,3,7.2,6.0,99.3,138,2,5,0.5,90.1,83.3,1,si,29.0,hombre,D
STU-02615,Estadistica,6,6.5,5.3,82.9,132,1,6,1.7,69.9,71.2,1,si,21.8,hombre,C
STU-02616,Economia,6,7.9,6.5,91.8,99,2,6,9.0,85.5,81.2,1,no,0.0,hombre,C
STU-02617,Ciencia de Datos,4,6.7,7.2,72.1,61,0,5,1.1,66.4,69.7,0,no,23.2,mujer,B
STU-02618,Economia,3,8.4,7.7,74.3,46,0,4,3.6,100.0,87.3,1,si,0.0,mujer,E
STU-02619,Actuaria,9,8.8,8.8,90.4,107,1,6,1.3,84.5,78.4,1,no,19.0,mujer,B
STU-02620,Ciencia de Datos,7,6.8,9.2,67.9,8,1,8,0.9,90.8,85.7,1,no,0.0,mujer,D
STU-02621,Estadistica,8,5.7,4.8,86.7,40,1,7,3.2,91.5,76.4,1,no,27.2,mujer,C
STU-02622,Estadistica,1,7.3,2.1,80.4,26,2,3,0.8,72.7,63.0,0,no,16.5,mujer,A
STU-02623,Estadistica,2,5.7,2.5,81.5,85,3,7,4.3,93.7,72.2,1,si,21.9,mujer,E
STU-02624,Estadistica,7,6.9,9.4,81.2,96,3,7,1.9,93.7,83.9,1,no,0.0,hombre,D
STU-02625,Estadistica,6,6.4,4.7,66.2,0,0,7,5.7,68.0,58.9,0,no,0.0,mujer,E
STU-02626,Ciencia de Datos,7,8.0,7.3,81.9,44,4,4,9.0,97.7,100.0,1,no,0.0,hombre,E
STU-02627,Economia,8,6.7,8.6,99.3,99,4,6,1.2,98.9,81.4,1,no,0.0,mujer,E
STU-02628,Actuaria,1,6.4,5.7,75.9,47,2,6,4.0,62.2,64.2,0,si,12.6,mujer,F
STU-02629,Ciencia de Datos,1,7.7,2.3,85.5,80,0,3,0.9,72.6,59.6,0,no,0.0,hombre,D
STU-02630,Estadistica,4,6.2,5.7,66.8,35,2,7,2.7,75.7,65.8,0,no,25.6,mujer,B
STU-02631,Estadistica,1,8.4,1.0,58.8,18,6,8,8.7,91.7,56.6,0,no,28.4,hombre,A
STU-02632,Estadistica,5,6.5,6.3,84.8,145,1,6,9.0,98.3,91.8,1,no,0.0,no_binario,B
STU-02633,Estadistica,9,7.7,6.2,72.0,72,2,8,1.3,100.0,76.0,1,si,9.0,mujer,E
STU-02634,Estadistica,8,6.5,7.7,78.2,61,0,5,1.0,92.5,78.7,1,no,0.0,mujer,F
STU-02635,Estadistica,6,7.3,11.5,91.7,98,0,7,1.2,85.9,82.0,1,si,0.0,mujer,A
STU-02636,Matematicas,5,7.2,7.6,80.5,76,3,7,2.2,86.7,84.9,1,si,13.4,hombre,C
STU-02637,Economia,7,8.9,6.3,77.1,60,2,5,4.3,89.2,69.8,0,no,0.0,hombre,A
STU-02638,Economia,6,6.7,5.9,83.5,75,2,7,3.5,89.7,69.2,0,si,17.3,prefiere_no_decir,C
STU-02639,Economia,2,5.6,2.3,68.7,35,1,6,3.0,82.5,56.3,0,si,0.0,hombre,C
STU-02640,Estadistica,7,6.4,8.5,86.1,7,0,4,3.0,85.3,85.0,1,si,0.0,hombre,D
STU-02641,Estadistica,6,6.3,6.9,85.5,143,2,5,2.5,82.9,78.4,1,no,18.6,mujer,F
STU-02642,Matematicas,7,7.1,0.5,83.1,60,1,5,0.7,83.4,66.1,0,no,0.0,hombre,E
STU-02643,Actuaria,1,7.5,3.4,70.0,71,2,5,0.3,91.3,69.2,0,no,17.1,mujer,F
STU-02644,Estadistica,1,6.4,2.5,83.4,101,3,4,0.9,84.5,77.9,1,no,25.0,mujer,A
STU-02645,Estadistica,2,6.8,4.7,70.2,59,0,6,3.4,76.0,56.9,0,no,5.8,mujer,B
STU-02646,Actuaria,1,7.3,6.6,83.6,68,1,5,3.0,91.0,68.7,0,si,19.8,prefiere_no_decir,B
STU-02647,Economia,7,5.8,8.1,88.8,50,0,6,0.1,91.4,88.6,1,no,0.0,hombre,D
STU-02648,Actuaria,6,6.0,7.0,76.1,0,1,6,0.6,79.6,66.3,0,si,0.0,hombre,E
STU-02649,Economia,6,7.3,7.2,87.3,25,2,4,2.5,86.5,75.1,1,no,0.0,hombre,A
STU-02650,Estadistica,5,6.1,11.6,98.9,25,2,7,3.4,84.1,97.5,1,si,0.0,mujer,E
STU-02651,Matematicas,8,7.4,6.0,58.0,22,1,8,1.4,83.8,62.5,0,no,11.6,mujer,C
STU-02652,Ciencia de Datos,6,9.0,9.3,89.3,20,1,6,5.2,83.2,80.7,1,no,0.0,hombre,A
STU-02653,Actuaria,3,7.4,6.0,78.9,35,0,7,3.7,80.4,64.8,0,no,0.0,hombre,A
STU-02654,Matematicas,1,7.2,3.4,70.3,44,1,5,0.7,89.1,77.8,1,no,14.7,hombre,C
STU-02655,Actuaria,7,6.4,10.3,90.0,57,2,7,4.6,92.8,88.8,1,no,9.9,hombre,E
STU-02656,Estadistica,8,7.3,9.2,77.8,100,2,7,0.4,90.5,91.7,1,si,0.0,hombre,F
STU-02657,Estadistica,4,6.9,5.2,81.7,103,0,5,0.9,80.3,83.7,1,si,21.1,hombre,F
STU-02658,Estadistica,7,7.8,9.6,93.4,24,2,6,4.1,100.0,89.7,1,no,0.0,mujer,A
STU-02659,Estadistica,7,7.8,8.9,100.0,66,2,5,1.6,99.7,85.3,1,no,0.0,mujer,D
STU-02660,Ciencia de Datos,8,6.6,5.6,73.9,72,0,8,2.5,89.9,72.4,1,no,29.3,mujer,E
STU-02661,Ciencia de Datos,2,5.5,4.1,66.9,38,1,5,1.2,89.3,55.2,0,si,22.0,mujer,E
STU-02662,Estadistica,5,7.5,7.7,100.0,12,0,5,0.8,89.2,88.6,1,no,0.0,mujer,F
STU-02663,Estadistica,8,5.9,3.5,88.6,133,1,7,3.8,78.7,49.4,0,no,18.9,hombre,C
STU-02664,Economia,2,7.2,2.5,66.9,81,5,7,1.0,85.8,73.4,1,no,18.3,hombre,E
STU-02665,Actuaria,9,6.2,3.9,62.4,58,3,10,0.1,79.8,47.4,0,no,21.7,hombre,B
STU-02666,Actuaria,9,7.4,8.0,66.0,57,2,9,2.1,84.9,74.0,1,no,0.0,mujer,A
STU-02667,Economia,2,7.6,3.6,78.0,36,1,5,6.5,68.1,58.1,0,si,12.1,mujer,D
STU-02668,Matematicas,8,6.9,8.5,90.3,85,1,6,2.4,100.0,87.7,1,si,0.0,prefiere_no_decir,C
STU-02669,Matematicas,1,6.9,6.4,74.4,42,3,5,0.9,72.6,65.9,0,no,32.9,hombre,C
STU-02670,Estadistica,4,5.2,7.7,82.8,103,1,5,2.9,84.2,78.7,1,no,0.0,mujer,F
STU-02671,Matematicas,8,5.9,8.4,62.5,72,2,8,0.1,81.1,67.2,0,no,0.0,mujer,B
STU-02672,Matematicas,8,7.1,8.0,77.3,49,1,6,0.6,93.1,86.2,1,no,0.0,hombre,F
STU-02673,Estadistica,4,6.1,1.7,72.8,14,2,7,4.3,64.0,48.1,0,no,23.1,mujer,C
STU-02674,Ciencia de Datos,7,7.5,8.6,81.9,63,0,6,3.5,85.6,79.4,1,si,0.0,mujer,B
STU-02675,Ciencia de Datos,6,7.1,11.7,90.9,41,2,6,3.1,93.3,98.8,1,si,8.4,mujer,F
STU-02676,Ciencia de Datos,6,5.4,7.4,71.1,72,2,8,1.1,83.1,53.9,0,si,16.1,mujer,D
STU-02677,Actuaria,4,7.7,9.7,98.0,33,2,5,1.0,82.4,75.8,1,no,0.0,hombre,D
STU-02678,Economia,2,6.8,1.8,61.7,9,1,5,0.8,88.9,65.9,0,si,17.6,mujer,F
STU-02679,Ciencia de Datos,3,7.7,8.6,73.5,51,2,4,2.0,87.6,87.4,1,no,7.5,mujer,B
STU-02680,Economia,2,6.2,5.1,80.2,77,0,6,4.0,76.6,62.7,0,no,0.0,hombre,E
STU-02681,Economia,7,8.0,5.8,81.8,76,2,6,0.8,79.2,66.7,0,no,19.0,mujer,C
STU-02682,Ciencia de Datos,3,7.2,5.3,98.9,30,0,3,0.1,71.9,73.3,1,no,19.7,prefiere_no_decir,C
STU-02683,Matematicas,3,5.6,4.9,72.7,92,1,6,4.4,94.6,73.8,1,no,4.1,mujer,E
STU-02684,Estadistica,7,6.6,9.5,96.0,28,1,6,0.7,95.7,88.6,1,si,0.0,hombre,F
STU-02685,Matematicas,7,6.7,7.7,67.8,23,3,5,2.5,85.8,75.9,1,no,0.0,mujer,C
STU-02686,Matematicas,8,7.3,7.5,75.1,59,2,8,0.9,81.0,63.2,0,no,31.8,mujer,F
STU-02687,Economia,2,6.0,2.3,77.8,12,1,6,0.5,84.6,60.2,0,no,16.3,hombre,B
STU-02688,Matematicas,1,6.4,1.6,74.9,14,1,4,3.1,76.7,61.3,0,no,0.0,mujer,D
STU-02689,Economia,4,7.2,7.2,87.4,50,0,5,0.9,83.0,73.2,1,no,0.0,mujer,A
STU-02690,Matematicas,2,6.9,4.6,86.2,159,0,3,0.3,74.7,85.7,1,si,0.0,hombre,E
STU-02691,Estadistica,8,6.8,6.8,73.9,50,1,7,0.4,88.7,63.4,0,si,14.1,mujer,D
STU-02692,Ciencia de Datos,5,7.2,11.8,94.2,39,0,5,0.4,87.2,97.4,1,no,0.0,prefiere_no_decir,A
STU-02693,Estadistica,2,6.3,3.4,52.0,30,3,9,1.9,79.3,46.2,0,no,29.6,mujer,A
STU-02694,Actuaria,4,7.9,9.3,84.0,63,0,7,0.8,80.9,81.4,1,si,0.0,mujer,F
STU-02695,Actuaria,1,9.6,5.1,82.3,53,1,3,2.4,91.3,66.2,0,si,0.0,hombre,C
STU-02696,Estadistica,3,6.6,0.5,63.7,38,0,7,2.6,80.9,61.2,0,si,24.5,mujer,E
STU-02697,Estadistica,5,6.3,6.2,78.8,39,0,4,1.3,86.3,83.5,1,no,0.0,hombre,D
STU-02698,Actuaria,3,8.1,5.2,100.0,156,0,5,3.7,95.8,92.2,1,si,0.0,mujer,D
STU-02699,Estadistica,1,5.2,2.5,70.9,10,3,4,2.2,81.1,63.2,0,no,24.7,mujer,C
STU-02700,Actuaria,2,8.9,5.3,74.7,49,3,6,9.0,74.8,68.9,0,no,0.0,hombre,D
STU-02701,Economia,2,5.8,6.0,65.3,37,0,4,1.6,74.8,54.5,0,si,18.3,hombre,F
STU-02702,Economia,5,7.1,5.7,70.4,27,1,7,1.1,86.0,73.4,1,no,18.3,mujer,E
STU-02703,Actuaria,1,6.4,6.2,74.5,22,4,6,2.8,79.9,62.1,0,si,22.0,mujer,A
STU-02704,Ciencia de Datos,3,5.2,5.6,66.5,46,1,8,0.2,75.5,54.6,0,no,27.4,mujer,F
STU-02705,Actuaria,4,7.0,9.7,72.1,48,0,6,3.4,87.5,84.3,1,no,0.0,hombre,C
STU-02706,Economia,9,7.6,7.8,76.7,16,1,8,0.4,84.7,72.9,1,no,0.0,mujer,B
STU-02707,Estadistica,6,7.8,9.9,85.6,156,1,7,1.6,78.4,88.9,1,si,12.4,mujer,D
STU-02708,Actuaria,8,7.8,5.3,85.6,91,3,8,1.4,76.8,70.9,1,no,18.1,hombre,A
STU-02709,Estadistica,1,7.2,7.6,62.8,31,4,8,1.7,90.3,67.6,0,no,0.0,mujer,C
STU-02710,Estadistica,5,6.3,4.3,68.8,38,1,5,4.7,86.3,65.8,0,no,20.6,hombre,B
STU-02711,Estadistica,6,8.1,8.6,84.9,45,1,4,3.4,86.4,86.2,1,no,0.0,hombre,B
STU-02712,Actuaria,3,8.4,7.0,71.9,28,0,5,4.8,85.2,75.4,1,no,0.0,no_binario,D
STU-02713,Ciencia de Datos,1,8.4,1.0,71.4,68,0,5,6.6,61.5,50.0,0,si,14.6,hombre,C
STU-02714,Ciencia de Datos,2,5.4,8.7,78.3,36,1,5,1.4,91.7,80.7,1,si,17.0,hombre,C
STU-02715,Economia,4,6.5,4.3,72.7,56,2,6,3.6,96.6,80.6,1,no,12.7,hombre,F
STU-02716,Economia,8,7.2,9.0,100.0,75,3,6,2.3,78.7,83.0,1,si,0.0,hombre,D
STU-02717,Ciencia de Datos,6,5.7,8.9,77.1,59,1,6,3.7,87.9,75.3,1,no,15.9,hombre,E
STU-02718,Ciencia de Datos,9,8.6,8.4,95.6,123,0,3,1.2,88.3,90.0,1,no,0.0,mujer,A
STU-02719,Ciencia de Datos,6,6.7,6.6,79.0,40,2,8,2.3,84.4,67.8,0,si,23.8,mujer,A
STU-02720,Estadistica,3,7.8,4.8,78.0,40,2,4,1.8,76.8,80.6,1,no,8.7,hombre,C
STU-02721,Estadistica,1,7.9,7.0,77.4,61,0,4,5.2,88.6,90.5,1,no,0.0,mujer,E
STU-02722,Ciencia de Datos,6,6.8,6.9,100.0,137,3,4,2.3,81.3,89.9,1,no,0.0,mujer,D
STU-02723,Matematicas,6,7.3,5.6,64.6,48,1,7,2.6,81.8,64.1,0,si,0.0,hombre,E
STU-02724,Economia,8,6.8,6.6,77.4,55,3,6,4.6,75.0,72.3,1,no,6.1,hombre,D
STU-02725,Matematicas,6,8.0,10.1,82.7,10,1,6,0.7,72.9,58.9,0,si,0.0,mujer,C
STU-02726,Economia,8,5.1,1.5,59.5,27,4,8,1.3,73.3,47.2,0,no,29.4,hombre,F
STU-02727,Actuaria,9,6.8,8.7,98.9,135,0,6,1.6,92.4,97.3,1,si,19.0,mujer,F
STU-02728,Estadistica,9,6.8,6.7,82.6,29,2,7,3.4,89.3,75.8,1,no,8.7,mujer,B
STU-02729,Matematicas,5,6.5,2.2,66.7,30,2,7,4.9,77.7,57.7,0,no,25.5,hombre,A
STU-02730,Economia,5,6.9,9.3,87.0,26,1,6,0.6,78.6,74.0,1,no,0.0,mujer,C
STU-02731,Actuaria,9,8.7,9.0,89.5,100,3,7,1.4,75.4,72.6,1,si,0.0,mujer,B
STU-02732,Estadistica,4,7.8,3.1,76.5,91,1,6,3.9,65.9,66.2,0,si,0.0,hombre,C
STU-02733,Matematicas,4,6.8,4.5,85.3,128,2,7,1.2,81.8,64.7,0,no,23.2,hombre,B
STU-02734,Ciencia de Datos,6,8.5,8.3,78.6,91,2,6,0.5,74.1,59.8,0,si,0.0,mujer,C
STU-02735,Ciencia de Datos,3,7.4,5.1,67.9,38,0,5,1.7,76.1,69.0,0,no,21.2,mujer,A
